id,url,format,description,position,revision_id,hash,state,extras,name,resource_type,mimetype,mimetype_inner,size,last_modified,cache_url,cache_last_updated,webstore_url,webstore_last_updated,created,url_type,package_id,private
35c57c43-2062-4545-a8b6-b48abd807fcb,https://data.wprdc.org/dataset/2300533b-2cd9-4d72-ab43-7c129d8dd7b9/resource/35c57c43-2062-4545-a8b6-b48abd807fcb/download/alcogisallegheny-county-census-block-groups-2016.kml,KML,"",4,87722ea1-5067-43bb-a58f-d19e4eaf3d54,"",active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,7718841,2023-04-08 13:28:21.559013,,,,,2020-09-29 17:01:31.512752,upload,2300533b-2cd9-4d72-ab43-7c129d8dd7b9,f
e4629d12-80fd-4bb2-82bb-1e7980525998,https://data.wprdc.org/dataset/19beed76-cd72-4fa8-9f8f-c402608ed569/resource/e4629d12-80fd-4bb2-82bb-1e7980525998/download/housing-and-community-environment-rules-and-regulations.pdf,PDF,Article VI ,3,936b346d-c714-453d-83d7-de90e303add7,"",active,"{""datastore_active"": false}",Article VI: Housing and Community Environment Rules and Regulations,,application/pdf,,,2015-10-09 14:12:09.490349,,,,,2015-10-09 10:12:09.546346,upload,19beed76-cd72-4fa8-9f8f-c402608ed569,f
cb7eb6a2-c0bd-439e-abf4-1657ec4b6a96,https://data.wprdc.org/dataset/766bbec2-e744-408e-9c8c-a58b662b6007/resource/cb7eb6a2-c0bd-439e-abf4-1657ec4b6a96/download/pittsburghpawards.zip,ZIP,"",5,e55415e8-5692-493c-835c-1e357c305e2f,"",active,"{""datastore_active"": false}",Shapefile,,application/zip,,72617,2023-03-29 08:02:50.569401,,,,,2021-03-09 21:01:57.991513,upload,766bbec2-e744-408e-9c8c-a58b662b6007,f
b5b949d2-f489-49f9-9a19-06e453c612b6,https://data.wprdc.org/dataset/df953315-6b4d-47e6-9502-d5a6af83d993/resource/b5b949d2-f489-49f9-9a19-06e453c612b6/download/alcogisallegheny-county-voting-district-boundaries.kml,KML,"",4,2c8d6019-c2f2-497c-b26d-53368aedbfa4,"",active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,7569116,2023-04-08 13:29:24.056212,,,,,2020-09-29 17:01:17.288753,upload,df953315-6b4d-47e6-9502-d5a6af83d993,f
999ab5cc-1381-41ec-8d8e-163dfc18ed60,https://data.wprdc.org/dataset/b8b5fee7-2281-4426-a68e-2e05c6dec365/resource/999ab5cc-1381-41ec-8d8e-163dfc18ed60/download/routemonthlyotp-data-dictionary.csv,CSV,"",1,45b72bd2-51e7-4dca-bf66-c22b4aaf6d6d,"",active,"{""datastore_active"": true}",OTP Data Dictionary,,text/csv,,1204,2019-11-13 02:42:56.789236,,,,,2019-10-03 13:07:22.000494,upload,b8b5fee7-2281-4426-a68e-2e05c6dec365,f
28116520-b7d4-4895-9d4f-6b5c843a5650,https://data.wprdc.org/datastore/dump/28116520-b7d4-4895-9d4f-6b5c843a5650,CSV,"",3,a17005c3-2eb0-4f83-99f8-d6628371efe2,"",active,"{""datastore_active"": true}",CSV,,text/csv,,,2023-03-15 08:03:11.529332,,,,,2021-03-09 21:02:21.496296,datapusher,8820c384-1424-45dd-a2bb-366a6a7c6d1b,f
cae9d3d7-7967-4af1-897a-201bb837b351,https://data.wprdc.org/dataset/93770e04-4378-4637-b449-aac1677b8fd7/resource/cae9d3d7-7967-4af1-897a-201bb837b351/download/alcogisallegheny-county-wic-vendor-locations.geojson,GeoJSON,"",2,6141e35f-277b-4908-ac15-6ff77fdf9da2,"",active,"{""datastore_active"": false}",GeoJSON,,application/json,,63012,2023-04-08 13:29:56.756411,,,,,2020-09-29 17:01:35.427955,upload,93770e04-4378-4637-b449-aac1677b8fd7,f
5ed6cc26-0678-436d-ab2d-4c95107eb360,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/5ed6cc26-0678-436d-ab2d-4c95107eb360/download/2018-12-04_1617-2018-12-06_0757.geojson,GeoJSON,"",1,4cbb22c1-0127-45e9-8b70-d7f7510eec14,"",active,"{""datastore_active"": false}",2018-12-04_1617-2018-12-06_0757,,application/json,,71570338,2019-03-25 18:34:39.280461,,,,,2019-03-25 18:34:39.469029,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
e5a4a4ae-602c-45a4-945b-2f00e780b51e,https://data.wprdc.org/dataset/8f443521-71f1-496b-8495-2ca0460a0c05/resource/e5a4a4ae-602c-45a4-945b-2f00e780b51e/download/2012washington.csv,CSV,"",4,a744957a-6511-4fc4-ba04-dc820fc9f1cc,"",active,"{""datastore_active"": true}",2012 Crash Data,,text/csv,,,2016-08-17 13:29:31.790724,,,,,2016-08-17 09:29:31.827288,upload,8f443521-71f1-496b-8495-2ca0460a0c05,f
25581717-b6b0-4773-842e-4f43d66f1595,https://pittsburghpa.shinyapps.io/BurghsEyeView,HTML,With Burgh's Eye View you can easily see all kinds of data about Pittsburgh.,2,0e7529d2-9433-402d-8080-6de66f548325,"",active,"{""datastore_active"": false}",Burgh's Eye View,,text/html,,,,,,,,2017-04-07 11:06:58.872112,,046e5b6a-0f90-4f8e-8c16-14057fd8872e,f
ce6f768d-07a8-4c63-bb68-1b7f716589b3,https://data.wprdc.org/datastore/dump/ce6f768d-07a8-4c63-bb68-1b7f716589b3,CSV,"",4,fa2e8c6f-39eb-4bfc-a182-0fd8e6cbc990,"",active,"{""datastore_active"": true}",2012 Crash Data,,text/csv,,,2016-09-01 15:10:33.67962,,,,,2016-08-17 09:40:35.071149,datapusher,f0f9d2cf-ecd1-4d6b-9291-78707af92b3c,f
e7a5ff2b-ab1b-4531-92cb-89a2703cfc0f,https://data.wprdc.org/dataset/93770e04-4378-4637-b449-aac1677b8fd7/resource/e7a5ff2b-ab1b-4531-92cb-89a2703cfc0f/download/alcogisallegheny-county-wic-vendor-locations.kml,KML,"",4,42b70396-10ac-4e2e-91fd-c251b4f54d76,"",active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,125944,2023-04-08 13:30:07.536303,,,,,2020-09-29 17:01:35.427969,upload,93770e04-4378-4637-b449-aac1677b8fd7,f
f9015885-dd16-499c-8d42-d85a97618e05,https://data.wprdc.org/dataset/8f443521-71f1-496b-8495-2ca0460a0c05/resource/f9015885-dd16-499c-8d42-d85a97618e05/download/2011washington.csv,CSV,"",5,0aa63bcf-a17f-498b-805d-f58bd08eb739,"",active,"{""datastore_active"": true}",2011 Crash Data,,text/csv,,,2016-08-17 13:29:22.310771,,,,,2016-08-17 09:29:22.346168,upload,8f443521-71f1-496b-8495-2ca0460a0c05,f
d1eb6067-a860-4246-837b-8ebaad8b77cd,https://pittsburghpa.shinyapps.io/BurghsEyeView,HTML,With Burgh's Eye View you can easily see all kinds of data about Pittsburgh.,2,0a42d2aa-70c4-48d9-9395-b61ff0500b85,"",active,"{""datastore_active"": false}",Burgh's Eye View,,text/html,,,,,,,,2017-04-07 11:10:05.259528,,8a83b3f0-d228-4960-9fdf-80560520b4be,f
680866ab-4fea-463a-a1bb-db7b552e59b1,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/680866ab-4fea-463a-a1bb-db7b552e59b1/download/2018-12-06_1137-2018-12-07_0759.geojson,GeoJSON,"",2,2da099f2-b554-43a7-bdaf-e52cfa182336,"",active,"{""datastore_active"": false}",2018-12-06_1137-2018-12-07_0759,,application/json,,77637315,2019-03-25 18:38:11.163873,,,,,2019-03-25 18:38:11.227927,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
f844744b-2fdb-4e83-8a19-546385ff40d4,https://pittsburghpa.shinyapps.io/BurghsEyeView,HTML,With Burgh's Eye View you can easily see all kinds of data about Pittsburgh.,2,aaf62eaa-1a45-4ede-894a-84867053ba07,"",active,"{""datastore_active"": false}",Burgh's Eye View,,text/html,,,,,,,,2017-04-07 11:13:23.390538,,b0bfd969-d300-4117-8c85-fc9907a501dc,f
bcc96216-5b7f-434e-8dae-3ff49e03f580,https://data.wprdc.org/datastore/dump/bcc96216-5b7f-434e-8dae-3ff49e03f580,CSV,"",5,28cbe9ec-121b-48e3-94f6-d2596f25f64b,"",active,"{""datastore_active"": true}",2011 Crash Data,,text/csv,,,2016-09-01 15:10:57.4253,,,,,2016-08-17 09:40:45.070941,datapusher,f0f9d2cf-ecd1-4d6b-9291-78707af92b3c,f
53d982fa-c8d3-41c6-a3bd-3d545861e540,https://data.wprdc.org/dataset/c6276e3b-7f6a-4680-a018-420468b01133/resource/53d982fa-c8d3-41c6-a3bd-3d545861e540/download/alcogisallegheny-county-owned-bridges-centerlines-1.zip,ZIP,"",5,af3d11d2-984a-4549-9645-33ae8c273ca0,"",active,"{""datastore_active"": false}",Shapefile,,application/zip,,58054,2023-04-08 13:31:31.487714,,,,,2020-10-20 17:00:42.13051,upload,c6276e3b-7f6a-4680-a018-420468b01133,f
53cfd5c3-dc60-4e74-962e-6293380e5a1d,https://openac-alcogis.opendata.arcgis.com/datasets/d182439a9a6344fca2c5bf717b9cace8_0.csv?outSR=%7B%22latestWkid%22%3A4019%2C%22wkid%22%3A4019%7D,CSV,"",3,ac1fdcc8-d4a0-44b0-b6fb-50a01520ea00,"",active,"{""datastore_active"": true}",CSV,,text/csv,,,,,,,,2020-10-20 17:01:36.461335,,fb7395c1-de2c-404a-96e6-b6d506bd8ade,f
dc29d000-7461-4b2b-a4b2-e5db202a1c83,https://data.wprdc.org/dataset/7440cc8e-431a-4411-9395-a6199930ea4f/resource/dc29d000-7461-4b2b-a4b2-e5db202a1c83/download/ped-bike.csv,CSV,"",0,1a7fd6a1-8b7d-4085-aaa1-6af7fb87ad98,"",active,"{""datastore_active"": true}",Fall 2016 Bike and Ped Counts,,text/csv,,,2017-01-23 19:20:03.060608,,,,,2017-01-23 14:20:03.130554,upload,7440cc8e-431a-4411-9395-a6199930ea4f,f
6a7016bd-f98c-4bed-b646-a416d60ad766,https://data.wprdc.org/datastore/dump/6a7016bd-f98c-4bed-b646-a416d60ad766,CSV,"",1,3a25ee84-d939-463d-b044-cc378fbbf90d,"",active,"{""datastore_active"": true}",2015 Crash Data,,text/csv,,,2016-09-01 15:08:42.068895,,,,,2016-08-17 09:40:00.414947,datapusher,f0f9d2cf-ecd1-4d6b-9291-78707af92b3c,f
e8fa4979-a003-4493-a381-8957d2d98d4b,https://data.wprdc.org/dataset/78115312-761a-4841-8fd6-2442acdb7cce/resource/e8fa4979-a003-4493-a381-8957d2d98d4b/download/alcogisallegheny-county-trails-locations.kml,KML,"",4,766e2771-1a00-400d-a062-7709eacdf3fd,"",active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,2366651,2023-04-08 13:30:28.482199,,,,,2020-09-29 17:01:21.398355,upload,78115312-761a-4841-8fd6-2442acdb7cce,f
a11797ed-87ba-45e2-ac5b-c523d24c6886,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/a11797ed-87ba-45e2-ac5b-c523d24c6886/download/2019-01-09_1134-2019-01-11_0815.geojson,GeoJSON,"",3,cf91af56-37de-4999-b495-ac1fcc6707fd,"",active,"{""datastore_active"": false}",2019-01-09_1134-2019-01-11_0815,,application/json,,234896719,2019-03-25 18:39:09.861931,,,,,2019-03-25 18:39:09.925955,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
37f69028-7268-4379-a025-84fbbc8c4180,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/37f69028-7268-4379-a025-84fbbc8c4180/download/2019-01-23_1538-2019-01-25_1426.geojson,GeoJSON,"",7,ec12be22-8e18-4a2d-87d5-aa03e7053963,"",active,"{""datastore_active"": false}",2019-01-23_1538-2019-01-25_1426,,application/json,,339398148,2019-03-25 18:41:30.229661,,,,,2019-03-25 18:41:30.297226,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
fa66e59c-546e-4036-a258-8f03e5e8e1b3,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/dbe867e5b365404fb4ada543412db6fe_0.csv,CSV,"",3,21513a78-603e-4f37-ad03-adce16d63485,"",active,"{""datastore_active"": true}",CSV,,text/csv,,,,,,,,2019-01-05 07:45:18.061088,,09396b53-3a20-493f-92e4-fe67539ee38c,f
8443248b-e4b0-43d1-b942-f785e6ad81f5,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/8443248b-e4b0-43d1-b942-f785e6ad81f5/download/2019-01-12_0729-2019-01-14_0841.geojson,GeoJSON,"",4,f6c88bb2-a9d0-4b73-861e-8c1cfa451979,"",active,"{""datastore_active"": false}",2019-01-12_0729-2019-01-14_0841,,application/json,,370823555,2019-03-25 18:39:50.975883,,,,,2019-03-25 18:39:51.040386,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
5f5d0a51-9b26-4991-8ada-1406117e1c7b,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/a99f25fffb7b41c8a4adf9ea676a3a0b_0.csv,CSV,"",3,1f970e6a-2a25-4b0d-9ba0-fb8e3045bf92,"",active,"{""datastore_active"": true}",CSV,,text/csv,,,,,,,,2019-01-05 07:45:30.518222,,8dbdf8af-ef4f-47ec-9245-b2d2a5464a03,f
fa047eff-099b-47b6-83eb-3dd933442f18,https://tools.wprdc.org/parking/,HTML,"",0,98ba2715-1fda-435e-8702-bc403699b93b,"",active,"{""datastore_active"": false}",Parking Data Dashboard,,text/html,,,,,,,,2019-06-17 15:33:19.713767,,f0fd9c36-39f1-44fa-9935-5fe50dcc4235,f
ba2e2589-08e4-4ee3-acb2-5abb221bff69,https://data.wprdc.org/dataset/b1137baf-7316-4e2b-8dbf-a8a72469fce3/resource/ba2e2589-08e4-4ee3-acb2-5abb221bff69/download/alcogisallegheny-county-public-building-locations.geojson,GeoJSON,"",2,6f8b8fe1-4995-4bee-8aea-7c52b21eb6d8,"",active,"{""datastore_active"": false}",GeoJSON,,application/json,,90186,2023-04-08 13:31:03.029511,,,,,2020-09-29 17:00:54.316625,upload,b1137baf-7316-4e2b-8dbf-a8a72469fce3,f
eaf1bae3-5a03-46fa-9023-5924693774dd,https://data.wprdc.org/dataset/205353f9-9a87-4727-9d57-5fed1d88273f/resource/eaf1bae3-5a03-46fa-9023-5924693774dd/download/alcogisallegheny-county-magisterial-districts-outlines-2015.geojson,GeoJSON,"",1,61ad83b6-7757-48a2-b628-8efba8e49bd0,"",active,"{""datastore_active"": false}",Allegheny County Magisterial Districts Outlines (GeoJSON),,application/json,,3426460,2023-04-08 13:31:38.802772,,,,,2022-05-18 19:43:33.101149,upload,205353f9-9a87-4727-9d57-5fed1d88273f,f
1d0ed57a-dd4c-44de-8ff3-c000fd476456,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/1d0ed57a-dd4c-44de-8ff3-c000fd476456/download/2019-01-17_0937-2019-01-18_0801.geojson,GeoJSON,"",5,73c6dd02-b6f4-45d6-83b4-8b5fad55430a,"",active,"{""datastore_active"": false}",2019-01-17_0937-2019-01-18_0801,,application/json,,251965031,2019-03-25 18:40:12.912364,,,,,2019-03-25 18:40:12.981365,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f
fd9a05c4-d5f6-4271-bd42-a25bf31fdf45,https://data.wprdc.org/dataset/3dc68ef8-02e6-43ca-8ec3-adf99b940ef6/resource/fd9a05c4-d5f6-4271-bd42-a25bf31fdf45/download/mortgage-to-sales-2018-2020.csv,CSV,"Mortgage to Sales Ratio by Census Tract - 2018-2020.   Sales of 1 to 4 unit includes condos, excludes government, love and trust, and multi-parcel sales and mortgage originations from Home Mortgage Disclosure Act.  ",24,fb60d101-98d4-4d28-9455-5ad61d76090a,"",active,"{""datastore_active"": true}",Mortgage to Sales Ratio,,text/csv,,36954,2022-06-16 13:10:37.884582,,,,,2022-06-15 19:41:38.744208,upload,3dc68ef8-02e6-43ca-8ec3-adf99b940ef6,f
b9e3b7b0-e916-46bc-93d8-8b5fe1aade1a,https://data.wprdc.org/datastore/dump/b9e3b7b0-e916-46bc-93d8-8b5fe1aade1a,CSV,"",49,ae2afa7f-b47b-4b54-ab79-6d5607bf91fe,"",active,"{""datastore_active"": true}",2019-04 Events Archive,,text/csv,,,2019-04-10 05:00:16.575727,,,,,2019-04-10 09:00:11.494163,datapusher,6e683016-0b93-4776-9d9f-caa03e94edc2,f
5aeafcc4-dccb-4f53-b986-563cdbc3cf3e,http://pghgis-pittsburghpa.opendata.arcgis.com/datasets/324584a643a743afba24149a304cc6d3_0.zip,ZIP,"",5,d28ef11c-fee7-483a-b08b-c5f77ab79e30,"",active,"{""datastore_active"": false}",Shapefile,,application/zip,,,,,,,,2017-04-07 14:00:09.611133,,fb3dcbf1-c6db-4fe5-8afc-28d81a8d70fe,f
