id,url,format,description,position,revision_id,hash,state,extras,name,resource_type,mimetype,mimetype_inner,size,last_modified,cache_url,cache_last_updated,webstore_url,webstore_last_updated,created,url_type,package_id,private,pg_size_pretty,pg_relation_size,new_pg_size_pretty,new_pg_relation_size,old_tuple_count,new_tuple_count,group,size_diff,size_new/old,tuples_diff,tuples_new/old,name_package,title,version,url_package,license_id,revision_id_package,author,author_email,maintainer,maintainer_email,state_package,type,owner_org,private_package,metadata_modified,creator_user_id,metadata_created
2e8fc5f7-740e-41c1-b7f5-4aa31f0676f7,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0.kml?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,KML,,4,f3805a8c-6b99-4b7b-83f4-b4c4a8ad8814,,active,,KML,,application/vnd.google-earth.kml+xml,,,,,,,,2021-03-09 21:02:29.130185,,a6a84421-6484-4698-b55e-4ae57aaaae2f,f,,,,,,,2,,,,,pittsburgh-bridges,Pittsburgh Bridges,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0,notspecified,dd3aed99-4c88-4b5b-a096-bf500a9a98c1,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2022-10-20 14:42:49.08872,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:02:29.117473
704b4a7d-e563-475e-be65-14b038c7d1bb,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,ZIP,,5,f3805a8c-6b99-4b7b-83f4-b4c4a8ad8814,,active,,Shapefile,,application/zip,,,,,,,,2021-03-09 21:02:29.130188,,a6a84421-6484-4698-b55e-4ae57aaaae2f,f,,,,,,,7,,,,,pittsburgh-bridges,Pittsburgh Bridges,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0,notspecified,dd3aed99-4c88-4b5b-a096-bf500a9a98c1,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2022-10-20 14:42:49.08872,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:02:29.117473
b3ae60bf-ecdb-4284-8848-20e25fd1458e,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/15fc694b1d2343b28da8993bbae9095a_0,HTML,,0,3bfb9095-fde7-47ab-8399-87803fc3aa0b,,active,,ArcGIS Hub Dataset,,text/html,,,,,,,,2021-03-09 21:02:03.726699,,7119f9bd-b7a3-4f41-a607-27880b0981d8,f,,,,,,,b,,,,,north-side-commercial-parking-zoning-overlay,North Side Commercial Parking Zoning Overlay,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/15fc694b1d2343b28da8993bbae9095a_0,notspecified,ee768d52-15b7-4b2a-970a-a50db8b5a887,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2022-10-20 14:49:41.124777,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:02:03.632636
a3bbf2e5-affd-4b36-ac60-7c4eb22c81e0,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0,HTML,,0,f3805a8c-6b99-4b7b-83f4-b4c4a8ad8814,,active,,ArcGIS Hub Dataset,,text/html,,,,,,,,2021-03-09 21:02:29.130167,,a6a84421-6484-4698-b55e-4ae57aaaae2f,f,,,,,,,a,,,,,pittsburgh-bridges,Pittsburgh Bridges,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/60b25e95c256460592304758b59de19c_0,notspecified,dd3aed99-4c88-4b5b-a096-bf500a9a98c1,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2022-10-20 14:42:49.08872,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:02:29.117473
85924f6f-4277-4ea9-b02f-9919bfe03e50,https://data.wprdc.org/dataset/e41c0a67-837f-460c-94a9-6650b74f10da/resource/85924f6f-4277-4ea9-b02f-9919bfe03e50/download/alcogisallegheny-county-school-district-boundaries.kml,KML,,4,fae92f34-89c4-43b3-a4b4-dff2b06194cf,,active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,1199569.0,2023-04-08 13:27:55.548932,,,,,2020-09-29 17:01:03.843413,upload,e41c0a67-837f-460c-94a9-6650b74f10da,f,,,,,,,8,,,,,allegheny-county-school-district-boundaries,Allegheny County School District Boundaries,,http://openac-alcogis.opendata.arcgis.com/datasets/f5ac385118344bbf8f707cd88ba31a45_0,,806c0d75-a29e-43c3-8fb8-0e99bff338b7,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:27:58.59801,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-05-23 14:32:40.593774
1f48b0c6-e51b-470e-8ebc-f65027fb5368,https://data.wprdc.org/dataset/7bc5037e-52fc-476d-b75c-f1629f007493/resource/1f48b0c6-e51b-470e-8ebc-f65027fb5368/download/opendata-pubworks-permitted-shelter-2015-column-names.xlsx,XLSX,Descriptions of the columns in the Permitted Shelter data set.,1,2976ccfc-2434-4a9f-a7ab-54da0043d442,,active,"{""datastore_active"": true}",Permitted Shelter Data Dictionary,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,2015-07-20 14:08:17.372134,upload,7bc5037e-52fc-476d-b75c-f1629f007493,f,8192 bytes,8192.0,8192 bytes,8192.0,5.0,5.0,1,0.0,1.0,0.0,1.0,permitted-shelters,Permitted Shelters,,,cc-zero,9729857d-e9d1-4a8f-a0bb-7b99ffc632d1,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:45:49.457638,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 18:00:55.003439
caff3dd6-9f3a-4e6a-9e20-f464308de728,https://data.wprdc.org/dataset/5934b8d1-892f-4fd7-84c1-aa890d3ff529/resource/caff3dd6-9f3a-4e6a-9e20-f464308de728/download/opendata-pubworks-field-listing-2015-column-names.xlsx,XLSX,Column descriptions for the Field Listing data set.,1,e67b5cbd-bc7f-44a5-b57f-d930fbed2a1b,,active,"{""datastore_active"": true}",Field Listing Data Dictionary,,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,,,,,,,,2015-07-20 15:35:03.195616,upload,5934b8d1-892f-4fd7-84c1-aa890d3ff529,f,0 bytes,0.0,0 bytes,0.0,0.0,-1.0,c,0.0,,-1.0,-inf,field-listings,Field Listings,,,cc-zero,674f0a70-9e17-445f-bd80-30c1e655c8aa,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:45:30.130612,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:33:27.268784
e04b14b7-543f-4a10-a686-4af37f7064cf,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/e04b14b7-543f-4a10-a686-4af37f7064cf/download/2019-01-30_0716-2019-02-02_1201.geojson,GeoJSON,,10,292c04de-fb48-4c79-bbda-da9077b6b731,,active,"{""datastore_active"": false}",2019-01-30_0716-2019-02-02_1201,,application/json,,735991950.0,2019-03-25 18:43:08.095689,,,,,2019-03-25 18:43:08.165747,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f,,,,,,,e,,,,,snowevents-1819,Snow Plow Activity (2018-2020),,,cc-zero,dd77775b-1e4d-4855-ab6d-f04e2b5ca43d,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2020-02-23 03:31:38.28667,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2019-03-13 17:38:26.325647
3738b143-57f8-4b66-a130-fc5357a0ff4e,https://data.wprdc.org/dataset/40188e1c-6d2e-4f20-9391-607bd3054949/resource/3738b143-57f8-4b66-a130-fc5357a0ff4e/download/land-use-zoning.xls,XLS,Zoning census data for 2010.,11,0a1a295a-489f-4f27-a423-84ebc1b965d4,,active,"{""datastore_active"": true}",Land Use (Zoning) 2010,,application/vnd.ms-excel,,,,,,,,2015-07-20 15:20:07.989492,upload,40188e1c-6d2e-4f20-9391-607bd3054949,f,64 kB,65536.0,64 kB,65536.0,90.0,90.0,3,0.0,1.0,0.0,1.0,pgh,Pittsburgh SNAP Census Data,,,cc-zero,ab5526f4-a954-437e-ad75-d5cdedbb899b,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2021-02-03 21:56:04.419821,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2015-07-20 19:13:00.903839
91bc0567-e15d-48d5-b99d-3b7d3460c878,https://data.wprdc.org/dataset/e298e2ae-07c0-4aa4-a2ca-2c8db845b552/resource/91bc0567-e15d-48d5-b99d-3b7d3460c878/download/pittsburghpapghwebparks.zip,ZIP,,5,a0ecb64a-df5f-41f2-9ffe-ed38a4dcb99d,,active,"{""datastore_active"": false}",Shapefile,,application/zip,,539726.0,2023-03-29 08:02:31.352604,,,,,2021-03-09 21:01:54.390984,upload,e298e2ae-07c0-4aa4-a2ca-2c8db845b552,f,,,,,,,9,,,,,parks1,Parks,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/c39ca624271a4fe0afe7087a9ea805f9_0,notspecified,384d38cf-a39a-46df-87f5-9265600b1fe5,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2023-03-29 12:02:31.522233,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:01:54.340187
fe302079-b50c-4d24-8700-ab09fa54dcaf,https://data.wprdc.org/dataset/b1137baf-7316-4e2b-8dbf-a8a72469fce3/resource/fe302079-b50c-4d24-8700-ab09fa54dcaf/download/alcogisallegheny-county-public-building-locations.kml,KML,,4,5e3d1a1c-2cd3-4fdb-9f36-881ea5626028,,active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,177711.0,2023-04-08 13:31:10.288772,,,,,2020-09-29 17:00:54.316638,upload,b1137baf-7316-4e2b-8dbf-a8a72469fce3,f,,,,,,,f,,,,,allegheny-county-public-building-locations,Allegheny County Public Building Locations,,http://openac-alcogis.opendata.arcgis.com/datasets/c777eb147c784497b1d4bc9f4efa5161_0,notspecified,44ca1591-cd87-4cde-8a89-e6956bab45e1,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:31:13.813686,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-05-23 14:33:13.327025
35c57c43-2062-4545-a8b6-b48abd807fcb,https://data.wprdc.org/dataset/2300533b-2cd9-4d72-ab43-7c129d8dd7b9/resource/35c57c43-2062-4545-a8b6-b48abd807fcb/download/alcogisallegheny-county-census-block-groups-2016.kml,KML,,4,87722ea1-5067-43bb-a58f-d19e4eaf3d54,,active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,7718841.0,2023-04-08 13:28:21.559013,,,,,2020-09-29 17:01:31.512752,upload,2300533b-2cd9-4d72-ab43-7c129d8dd7b9,f,,,,,,,3,,,,,allegheny-county-census-block-groups-2016,Allegheny County Census Block Groups 2016,,http://openac-alcogis.opendata.arcgis.com/datasets/2c059d0501e5479ca90242a6d716d24c_0,,908ee176-b8f9-402e-84fd-c69814ff1326,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:28:25.292939,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-05-23 14:32:22.854596
e4629d12-80fd-4bb2-82bb-1e7980525998,https://data.wprdc.org/dataset/19beed76-cd72-4fa8-9f8f-c402608ed569/resource/e4629d12-80fd-4bb2-82bb-1e7980525998/download/housing-and-community-environment-rules-and-regulations.pdf,PDF,Article VI ,3,936b346d-c714-453d-83d7-de90e303add7,,active,"{""datastore_active"": false}",Article VI: Housing and Community Environment Rules and Regulations,,application/pdf,,,2015-10-09 14:12:09.490349,,,,,2015-10-09 10:12:09.546346,upload,19beed76-cd72-4fa8-9f8f-c402608ed569,f,,,,,,,e,,,,,housing-and-community-environment-inspections,Allegheny County Housing and Community Environment Inspections,,,cc-zero,4ef0e97b-9767-4b9a-b09e-680fc042056e,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-09 09:47:51.496725,8f7ec517-e2f2-420a-ad44-50029d196ac9,2015-10-07 18:05:31.400094
cb7eb6a2-c0bd-439e-abf4-1657ec4b6a96,https://data.wprdc.org/dataset/766bbec2-e744-408e-9c8c-a58b662b6007/resource/cb7eb6a2-c0bd-439e-abf4-1657ec4b6a96/download/pittsburghpawards.zip,ZIP,,5,e55415e8-5692-493c-835c-1e357c305e2f,,active,"{""datastore_active"": false}",Shapefile,,application/zip,,72617.0,2023-03-29 08:02:50.569401,,,,,2021-03-09 21:01:57.991513,upload,766bbec2-e744-408e-9c8c-a58b662b6007,f,,,,,,,c,,,,,wards,Wards,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/4a3e5dd568504731a2bec3efab25cf3b_0,notspecified,c6e07c8d-c77a-4355-bde2-55ed1b950f60,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2023-03-29 12:02:50.722181,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:01:57.939831
b5b949d2-f489-49f9-9a19-06e453c612b6,https://data.wprdc.org/dataset/df953315-6b4d-47e6-9502-d5a6af83d993/resource/b5b949d2-f489-49f9-9a19-06e453c612b6/download/alcogisallegheny-county-voting-district-boundaries.kml,KML,,4,2c8d6019-c2f2-497c-b26d-53368aedbfa4,,active,"{""datastore_active"": false}",KML,,application/vnd.google-earth.kml+xml,,7569116.0,2023-04-08 13:29:24.056212,,,,,2020-09-29 17:01:17.288753,upload,df953315-6b4d-47e6-9502-d5a6af83d993,f,,,,,,,b,,,,,allegheny-county-voting-district-boundaries,Allegheny County Voting District Boundaries,,http://openac-alcogis.opendata.arcgis.com/datasets/faaf42d7eaa041cb9fa623ac7b42f475_0,notspecified,483a99a0-ff20-4bb9-a860-aca1b31fd247,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:29:27.194433,90e6b24a-729c-43ea-9a24-2e060d24d07d,2019-03-20 17:32:40.3186
999ab5cc-1381-41ec-8d8e-163dfc18ed60,https://data.wprdc.org/dataset/b8b5fee7-2281-4426-a68e-2e05c6dec365/resource/999ab5cc-1381-41ec-8d8e-163dfc18ed60/download/routemonthlyotp-data-dictionary.csv,CSV,,1,45b72bd2-51e7-4dca-bf66-c22b4aaf6d6d,,active,"{""datastore_active"": true}",OTP Data Dictionary,,text/csv,,1204.0,2019-11-13 02:42:56.789236,,,,,2019-10-03 13:07:22.000494,upload,b8b5fee7-2281-4426-a68e-2e05c6dec365,f,8192 bytes,8192.0,0 bytes,0.0,10.0,-1.0,9,-8192.0,0.0,-11.0,-0.1,port-authority-monthly-average-on-time-performance-by-route,Port Authority Monthly On Time Performance by Route,,,cc-by,a2a47a4f-7641-4526-a618-d0f62adbc04c,,,,,active,dataset,0666b732-fc3f-4568-b780-1b457a1b25e7,f,2023-04-04 07:36:43.01516,1a731ba1-7d57-4de3-8477-aff4c3788e01,2019-09-27 14:25:36.988208
28116520-b7d4-4895-9d4f-6b5c843a5650,https://data.wprdc.org/datastore/dump/28116520-b7d4-4895-9d4f-6b5c843a5650,CSV,,3,a17005c3-2eb0-4f83-99f8-d6628371efe2,,active,"{""datastore_active"": true}",CSV,,text/csv,,,2023-03-15 08:03:11.529332,,,,,2021-03-09 21:02:21.496296,datapusher,8820c384-1424-45dd-a2bb-366a6a7c6d1b,f,56 kB,57344.0,0 bytes,0.0,10.0,-1.0,2,-57344.0,0.0,-11.0,-0.1,greenways,Greenways,,https://pghgishub-pittsburghpa.opendata.arcgis.com/datasets/d7a239c35b964485a24126bc9e0e4306_0,notspecified,e1b9b2f2-1948-4437-a851-5f5fd4579381,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2023-03-29 12:03:04.062797,90e6b24a-729c-43ea-9a24-2e060d24d07d,2021-03-09 21:02:21.484939
cae9d3d7-7967-4af1-897a-201bb837b351,https://data.wprdc.org/dataset/93770e04-4378-4637-b449-aac1677b8fd7/resource/cae9d3d7-7967-4af1-897a-201bb837b351/download/alcogisallegheny-county-wic-vendor-locations.geojson,GeoJSON,,2,6141e35f-277b-4908-ac15-6ff77fdf9da2,,active,"{""datastore_active"": false}",GeoJSON,,application/json,,63012.0,2023-04-08 13:29:56.756411,,,,,2020-09-29 17:01:35.427955,upload,93770e04-4378-4637-b449-aac1677b8fd7,f,,,,,,,c,,,,,allegheny-county-wic-vendor-locations,Allegheny County WIC Vendor Locations,,http://openac-alcogis.opendata.arcgis.com/datasets/ab9ec54e46d8403db31cff6bdc890aff_0,notspecified,bc9010b1-5b96-40e5-98a5-bab5c326d665,,,,,active,dataset,f6dcf8fb-2051-4226-8c74-de9fbc699684,f,2023-04-08 17:30:11.050801,90e6b24a-729c-43ea-9a24-2e060d24d07d,2017-05-23 14:33:03.458006
5ed6cc26-0678-436d-ab2d-4c95107eb360,https://data.wprdc.org/dataset/d0b56030-3391-49db-87bd-4f1c16490fbc/resource/5ed6cc26-0678-436d-ab2d-4c95107eb360/download/2018-12-04_1617-2018-12-06_0757.geojson,GeoJSON,,1,4cbb22c1-0127-45e9-8b70-d7f7510eec14,,active,"{""datastore_active"": false}",2018-12-04_1617-2018-12-06_0757,,application/json,,71570338.0,2019-03-25 18:34:39.280461,,,,,2019-03-25 18:34:39.469029,upload,d0b56030-3391-49db-87bd-4f1c16490fbc,f,,,,,,,5,,,,,snowevents-1819,Snow Plow Activity (2018-2020),,,cc-zero,dd77775b-1e4d-4855-ab6d-f04e2b5ca43d,,,,,active,dataset,9ecaff80-fb4a-457b-8141-e53f7c991890,f,2020-02-23 03:31:38.28667,9195f191-1e0a-4b81-ba44-ddb02fd4ee0d,2019-03-13 17:38:26.325647
